coefficient,value,model_domain,model_version
Rx_NE_LTI_ESRD_NOD_X_M45_54,2.349,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowNoAged_RXHCC5,0.602,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowNoAged_RXHCC21,0.134,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_F0_34,2.364,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_NESRD_NOD_x_F90_94,0.397,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_ESRD_NOD_x_F90_94,2.538,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_ESRD_OD_x_F75_79,2.538,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_F65_69,0.299,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_RXHCC19,2.526,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_RXHCC147,0.198,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowNoAged_RXHCC96,1.035,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_RXHCC98,0.32,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_NESRD_NOD_X_M60_64,2.365,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_NESRD_NOD_x_F90_94,0.658,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_RXHCC215,0.231,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_RXHCC226,5.034,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_NESRD_OD_x_F85_89,0.522,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowAged_RXHCC395,4.447,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowNoAged_RXHCC316,2.291,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_RXHCC100,0.981,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_RXHCC188,0,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_ESRD_NOD_X_M85_89,2.215,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_ESRD_NOD_x_F35_44,2.271,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowNoAged_RXHCC396,0,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_RXHCC168,0.263,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowNoAged_RXHCC15,20.493,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowNoAged_RXHCC131,0.747,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowNoAged_RXHCC243,0.534,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_RXHCC55,1.12,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_NESRD_OD_x_F65,1.638,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_ESRD_NOD_x_F65,2.538,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowAged_RXHCC186,0.11,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_RXHCC163,0.793,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_RXHCC187,0.113,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowNoAged_RXHCC59,2.257,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_NESRD_NOD_X_M69,0.666,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_ESRD_NOD_X_M70_74,2.215,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_NESRD_NOD_x_F65,2.791,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_ESRD_NOD_x_F45_54,2.538,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_NESRD_OD_X_M65,1.011,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_ESRD_NOD_X_M68,1.547,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_ESRD_OD_X_M69,2.215,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_ESRD_NOD_x_F35_44,2.538,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_ESRD_OD_X_M75_79,2.349,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowNoAged_RXHCC154,1.442,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_RXHCC153,1.67,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_RXHCC228,1.913,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_NESRD_NOD_X_M35_44,1.142,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_NESRD_NOD_x_F70_74,0.758,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_ESRD_OD_x_F85_89,2.131,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_NESRD_OD_X_M68,1.67,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_ESRD_NOD_X_M60_64,2.349,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_ESRD_NOD_x_F69,2.538,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowAged_RXHCC41,3.086,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowAged_RXHCC244,0.067,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_RXHCC244,0.103,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowNoAged_RXHCC20,0.748,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_M35_44,2.208,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_RXHCC16,4.537,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_NESRD_NOD_X_M75_79,0.619,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_ESRD_OD_x_F67,1.303,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_NESRD_NOD_x_F60_64,2.014,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_ESRD_NOD_X_M68,2.349,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_ESRD_OD_x_F68,2.538,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowNoAged_RXHCC83,0.308,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_NESRD_OD_X_M80_84,0.619,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_NESRD_OD_x_F90_94,0.397,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowAged_RXHCC133,0.036,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowNoAged_RXHCC157,6.876,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_RXHCC262,0,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_RXHCC81,2.561,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_RXHCC164,0,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_NONAGED_RXHCC163,0.705,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_NESRD_NOD_x_F67,0.422,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_NESRD_NOD_X_M85_89,1.046,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_NESRD_OD_x_F75_79,1.609,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_ESRD_OD_X_M65,1.547,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_ESRD_OD_X_M75_79,2.215,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_NESRD_NOD_X_M55_59,2.728,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_NESRD_OD_x_F70_74,1.609,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_ESRD_NOD_x_F68,2.538,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowNoAged_RXHCC184,0.294,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_RXHCC65,0.603,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_ESRD_NOD_x_F69,1.303,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowAged_M65_69,0.168,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowAged_RXHCC47,0,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowAged_RXHCC59,1.09,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowNoAged_RXHCC229,0.103,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowNoAged_M60_64,0.357,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowNoAged_RXHCC87,0.431,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_NESRD_NOD_x_F65,0.383,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_RXHCC311,0.201,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowNoAged_RXHCC21,0.267,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_ESRD_NOD_x_F70_74,1.303,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_ESRD_NOD_X_M35_44,2.349,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_ESRD_OD_X_M66,2.349,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowAged_RXHCC83,0.222,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowNoAged_RXHCC96,0.549,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowNoAged_RXHCC153,2.424,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_RXHCC130,0.348,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_NESRD_NOD_x_F60_64,1.26,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_ESRD_NOD_x_F60_64,2.538,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowNoAged_RXHCC18,1.98,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_RXHCC153,0.382,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_NESRD_NOD_X_M85_89,0.589,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_RXHCC59,1.463,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowNoAged_RXHCC130,1.419,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_RXHCC5,0.513,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowAged_RXHCC5,0.462,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowAged_RXHCC160,3.247,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowNoAged_RXHCC31,0.162,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowNoAged_RXHCC40,8.639,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowNoAged_RXHCC164,0,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowNoAged_RXHCC31,0.497,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_M95_GT,0.033,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_RXHCC59,1.319,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_ESRD_OD_X_M80_84,2.215,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowAged_RXHCC146,0.522,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowNoAged_RXHCC260,0,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_RXHCC227,0.53,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_M90_94,0.169,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_RXHCC262,0,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_NESRD_OD_X_M70_74,0.65,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowAged_RXHCC166,0.1,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowAged_RXHCC228,0.862,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_ESRD_NOD_X_M65,1.547,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_NESRD_OD_x_F65,2.791,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_ESRD_OD_x_F66,2.538,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowAged_RXHCC80,0.207,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_M65OD,0.175,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_RXHCC67,1.131,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_RXHCC132,0.183,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_RXHCC56,0.343,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_ESRD_NOD_X_M90_94,1.547,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_ESRD_OD_X_M66,1.547,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_NESRD_OD_x_F80_84,0.687,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowNoAged_RXHCC226,3.807,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_RXHCC1,9.721,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_RXHCC83,1.115,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_RXHCC166,0.288,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_RXHCC21,0.144,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_RXHCC243,0.399,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_RXHCC261,0,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_NESRD_OD_X_M65,1.448,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_ESRD_NOD_x_F95_GT,2.538,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_F80_84,0.045,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_RXHCC225,2.618,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowNoAged_RXHCC215,0.237,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_ESRD_NOD_x_F69,2.131,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_ESRD_OD_X_M90_94,2.349,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowAged_RXHCC16,14.258,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowNoAged_RXHCC20,0.387,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowNoAged_RXHCC1,10.232,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_RXHCC163,0.457,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_NESRD_OD_X_M67,0.927,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_NESRD_OD_x_F85_89,0.687,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_ESRD_NOD_X_M68,2.215,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_ESRD_OD_X_M70_74,2.349,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_ESRD_OD_x_F95_GT,2.538,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowAged_RXHCC148,0.522,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowNoAged_RXHCC43,0.153,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowNoAged_RXHCC226,4.187,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_ESRD_OD_X_M68,1.547,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_ESRD_OD_x_F85_89,1.303,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_ESRD_OD_x_F95_GT,2.131,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_NESRD_NOD_X_M90_94,0.74,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_NESRD_NOD_x_F60_64,2.791,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowAged_RXHCC99,0.939,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowNoAged_RXHCC47,0,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_RXHCC65,0.585,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_NESRD_NOD_X_M66,0.488,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_NESRD_OD_x_F95_GT,0.423,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_NESRD_OD_X_M70_74,1.668,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_RXHCC42,2.702,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_NESRD_NOD_x_F69,0.475,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowNoAged_RXHCC84,0.236,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_ESRD_NOD_X_M80_84,1.547,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_ESRD_OD_X_M95_GT,1.547,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_ESRD_OD_x_F69,2.131,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowNoAged_RXHCC66,0.65,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowNoAged_RXHCC207,0,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_NESRD_OD_x_F65,1.143,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_NESRD_OD_X_M68,0.927,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowAged_F75_79,0.04,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowAged_RXHCC161,0.548,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowNoAged_F35_44,0.689,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_F45_54,2.02,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_RXHCC42,0.703,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_RXHCC67,0.454,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_ESRD_OD_x_F69,1.303,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowNoAged_RXHCC227,0.57,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_ESRD_NOD_X_M0_34,1.142,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_ESRD_NOD_x_F67,1.303,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowNoAged_RXHCC55,0.851,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowNoAged_RXHCC147,0,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_RXHCC81,4.634,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_RXHCC80,0.199,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_NESRD_OD_x_F95_GT,0.397,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_NESRD_NOD_X_M95_GT,0.334,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_NESRD_NOD_x_F85_89,0.687,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_ESRD_NOD_X_M67,2.349,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowAged_M65OD,0,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowAged_RXHCC187,0.057,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowNoAged_F35_44,0.327,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_RXHCC15,15.122,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowNoAged_RXHCC22,0.267,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_F35_44,2.659,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_RXHCC311,0.066,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_NESRD_NOD_X_M70_74,0.619,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_ESRD_OD_x_F90_94,1.303,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_ESRD_NOD_X_M80_84,2.215,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_ESRD_NOD_x_F65,2.131,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_NESRD_OD_X_M75_79,1.668,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_ESRD_OD_x_F65,2.538,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowAged_RXHCC157,3.778,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowAged_RXHCC226,4.908,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowNoAged_RXHCC112,0,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowNoAged_RXHCC19,2.436,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowNoAged_RXHCC311,0.304,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_RXHCC40,1.434,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_RXHCC83,0.472,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_RXHCC160,3.44,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_NESRD_NOD_X_M80_84,0.619,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_ESRD_OD_X_M68,2.215,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_ESRD_OD_x_F67,2.131,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_NESRD_NOD_x_F69,1.609,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowAged_RXHCC355,1.089,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowNoAged_RXHCC225,31.03,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_RXHCC22,0.144,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_NESRD_NOD_x_F95_GT,0.423,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowAged_RXHCC95,0,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowNoAged_RXHCC160,4.041,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_F75_79,0.045,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_NESRD_NOD_X_M90_94,0.334,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowNoAged_RXHCC263,0,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowNoAged_RXHCC395,3.958,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_F75_79,0.793,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_RXHCC17,4.537,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_RXHCC112,0,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_NESRD_NOD_x_F85_89,0.522,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_NESRD_OD_x_F70_74,1.028,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_NESRD_NOD_x_F66,0.791,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_ESRD_NOD_X_M69,2.349,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_ESRD_NOD_X_M80_84,2.349,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_RXHCC98,16.993,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowNoAged_RXHCC154,1.621,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_NESRD_NOD_x_F75_79,0.559,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_ESRD_OD_X_M69,1.547,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_NESRD_OD_X_M85_89,0.589,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_ESRD_NOD_X_M95_GT,2.215,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_ESRD_OD_X_M66,2.215,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowAged_M90_94,0.061,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_RXHCC95,0.015,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_NESRD_OD_X_M95_GT,0.334,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_ESRD_NOD_x_F95_GT,2.131,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_ESRD_OD_X_M90_94,2.215,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_ESRD_NOD_X_M66,2.349,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_ESRD_OD_X_M85_89,2.349,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowAged_RXHCC22,0.125,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowNoAged_RXHCC81,7.477,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowNoAged_RXHCC396,0,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_RXHCC159,2.778,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_NESRD_NOD_x_F55_59,1.26,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_NESRD_OD_x_F80_84,0.522,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_NESRD_OD_X_M85_89,1.046,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_ESRD_OD_x_F69,2.538,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowAged_RXHCC19,1.926,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowAged_RXHCC131,0.238,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_RXHCC41,2.582,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowNoAged_RXHCC100,1.74,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowNoAged_RXHCC188,0,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_RXHCC396,0,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowNoAged_RXHCC65,0.65,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowNoAged_M45_54,0.582,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowNoAged_F60_64,0.348,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LTI_RXHCC147,0,RxHCC,R08_PDP_AND_MAPD
Rx_NE_NoLo_NESRD_NOD_X_M90_94,0.708,RxHCC,R08_PDP_AND_MAPD
Rx_NE_Lo_ESRD_NOD_X_M75_79,2.215,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_ESRD_NOD_x_F66,2.538,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowAged_F80_84,0.04,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowAged_RXHCC153,1.088,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_F70_74,0.045,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowNoAged_RXHCC187,0.084,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowNoAged_RXHCC317,0,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_NESRD_NOD_x_F70_74,1.609,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowNoAged_RXHCC161,0.794,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_RXHCC193,0.133,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowAged_RXHCC316,1.203,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowNoAged_RXHCC163,2.854,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_ESRD_OD_X_M68,2.349,RxHCC,R08_PDP_AND_MAPD
Rx_CE_NoLowAged_RXHCC81,0.76,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_NESRD_NOD_X_M95_GT,0.605,RxHCC,R08_PDP_AND_MAPD
Rx_NE_LTI_ESRD_NOD_x_F55_59,2.538,RxHCC,R08_PDP_AND_MAPD
Rx_CE_LowNoAged_RXHCC98,54.598,RxHCC,R08_PDP_AND_MAPD
